0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,1,0,2,0,0,1,7,0,2,198688322.85025924,0.05303887440822648,120440048.14266816,0.0028906697436760836,140809418.63988715,0.08399694128341402,6320800.309666242,0.0,331930011.82755315,0.10981948844742176,0.0,0.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,1,0,1,0,3,0,2,234595225.79382443,0.028640992180442304,71828786.82449585,0.001976357111881929,52811167.63503672,0.0,6320800.309666242,0.0,1479252590.2615068,0.21388442109975672,61400000.0,22423.17668610377
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,8,0,3,0,3,0,0,0,0,7,2,193652020.432985,0.019093994786961537,128641099.53606328,0.0010301485973669056,50962397.12067895,0.0,2182618.157739404,0.00022315247829874288,789957022.4307157,0.1009880063610368,121200000.0,12330.297859689776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,6,4,0,1,1,5,3,2,234595225.79382443,0.07955831161233973,169660298.04484007,0.021387309604555378,114811858.60797407,0.0,12857587.774250694,0.0,503019198.1725419,0.167329480239045,0.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,7,0,2,0,0,0,6,6,2,0,2,161937342.83897626,0.04418647517177813,114065823.89018795,0.0,22167818.198803753,0.0,27984209.217288204,0.0,1969278753.3822985,0.7912985208828702,61400000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,4,0,3,3,0,0,0,7,1,5,193652020.432985,0.05303887440822648,190254055.60562462,0.0028906697436760836,143916046.1229202,0.07921529969852636,7079172.481021308,0.0019439014498268538,273205288.92451817,0.06454378667750693,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,4,0,3,6,0,0,0,7,3,1,5,106293784.88118687,0.0,116133909.80030753,0.010554774777660363,58926842.49039639,0.0,25915451.430401213,0.003132860573441836,1115665088.1848998,0.4277111861284041,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,7,0,3,0,3,0,0,0,0,0,5,204244765.1573372,0.019093994786961537,121274031.641175,0.007699431457639937,50962397.12067895,0.0,7079172.481021308,0.0006998045219376672,2258971525.173113,0.3251902530956502,0.0,36277.67610325625
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,3,7,0,1,1,7,4,6,7,0,4,71223146.50296113,0.0,183920285.9088102,0.02485585976983637,188402069.665991,0.12529901009084435,44742206.00051556,0.0,86420965.59927613,0.0,327000000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,3,3,1,0,1,0,0,1,1,3,6,143202859.64458665,0.003180066834179679,189309949.4694295,0.0,171533958.21767277,0.0409218444583184,8200860.831071791,0.000177451464698664,1449482769.0550945,0.1984842094008197,0.0,22444.27149405049
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,7,5,3,1,0,0,0,0,1,1,0,2,1,1,2,199716683.5766434,0.0,57857629.03698179,0.009104943611639368,44130604.26132183,0.01999833289761298,13903423.98391871,0.0,776166050.4567354,0.28234486780191315,303800000.0,0.0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,0,3,0,0,1,2,0,0,1,7,3,6,89068254.21950817,0.0,109850129.46769613,0.010194477318807845,141056104.46418244,0.030375590574192673,8380931.289985536,0.00020465091863248832,138949625.56974256,0.0,339000000.0,1784.4337239531849
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,7,0,0,0,2,5,1,5,32694901.094161935,0.0,106365840.34962866,0.011399156759873191,98494128.79372409,0.013302598627424118,11906707.387402436,0.0004280252845013936,622587062.2813163,0.07843088529715493,217800000.0,8886.350297751504
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,7,7,1,4,3,0,0,4,0,0,0,5,2,2,232544273.53419372,0.009546997393480769,150021884.5331011,0.0,38508470.63861196,0.0037046670027436413,14035857.784622509,0.0013811074842090799,570967703.7247057,0.07170367553475976,92100000.0,7499.317063905886
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,4,1,0,0,0,0,1,0,0,5,112454988.58836943,0.0,114392792.32657647,0.0,150609099.95947367,0.11377656883828711,10080921.35247734,0.0009858414705481335,2271299111.6746826,0.909055053909126,0.0,0.0
1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,3,3,0,0,1,0,0,0,0,4,0,9,0,2,0,1,42291505.65437629,0.0,57857629.03698179,0.0010925932333967242,26403379.542306438,0.0,18144080.211109996,0.0,734432258.4362288,0.033433165965799976,813700000.0,22306.77017117529
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6,8,0,0,0,0,0,0,3,0,7,2,1,1,4,154058455.93250468,0.0,66405041.2598923,0.030147943024167193,24198032.45136138,0.0,23537919.412238494,0.0,1933917927.6310513,0.7558112232742035,402100000.0,0.0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7,6,3,0,1,0,0,0,3,0,7,2,6,1,5,210412756.01456407,0.0,73406714.87491593,0.016076476386097084,36196038.40437097,0.010125916056901189,23537919.412238494,0.0,249138917.09647518,0.05668588840503541,182600000.0,0.0
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,7,1,3,6,0,0,1,0,0,0,2,5,1,224535820.15193492,0.019093994786961537,163268356.78208596,0.0,32466139.450632975,0.0037388893969292126,2057606.5390167302,0.0002042696044217515,352794039.62932813,0.03736119917066298,303800000.0,4715.707879896697
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,4,1,0,0,4,0,1,0,3,0,0,47847947.961454235,0.0,196169321.8061709,0.0,227167984.4567724,0.020754906706556216,10508490.60753387,0.00013982893895813275,1658537106.9555175,0.08165332650446432,0.0,55123.23161429883
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,6,7,7,1,1,4,204244765.1573372,0.05303887440822648,34553697.647054,0.015539195207727757,50962397.12067895,0.0,52106993.465831816,0.0,1922878010.2499814,0.7506629142149991,61400000.0,0.0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,8,2,4,10,4,7,1,0,0,0,0,0,5,0,5,191999052.33774155,0.0,291543357.3285491,0.0,148895368.99300045,0.040009964938889093,0.0,0.0,226523688.56661886,0.022227125299647012,242400000.0,3470.642842048383
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,4,1,6,0,0,0,1,2,0,6,224535820.15193492,0.05303887440822648,115017381.06076434,0.009567943820993404,52771009.1301844,0.0,8628430.08612832,0.0006723204227103728,1662266961.5687377,0.6566555287585764,30700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,3,3,5,0,1,0,0,0,5,100714900.1874114,0.0,158530355.9246006,0.05479759546383373,86193162.96060148,0.0,6320800.309666242,0.0,2250944240.1768727,0.8995628479700847,0.0,0.0
0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,3,6,0,0,3,0,1,4,0,3,0,0,0,2,0,5,60717312.84309486,0.0,103680598.72801602,0.000777360537261413,54082305.45306664,0.0,5740327.834125951,0.00018249379437241918,1687369415.1279888,0.08041868475432545,1070700000.0,51981.481259312226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5,0,6,0,0,0,3,1,1,109260950.81447119,0.026500556951497327,170821218.7327643,0.044178689922436565,65941184.48239788,0.0,6956685.3036012,0.001892508228531702,1371174692.1744692,0.539799106822965,0.0,0.0
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,7,1,6,0,0,7,3,1,4,0.0,0.0,109531720.27302079,0.0280365702842229,100985425.35951225,0.0,16196771.143095868,0.0005160223465430472,393385656.18038327,0.12349382488402451,327000000.0,0.0
1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,6,0,0,0,0,0,4,0,2,0,0,0,2,1,6,60717312.84309486,0.0,66919744.401284,0.030602857416811374,51760044.33566119,0.0,0.0,0.0,869032509.6125884,0.31613213253883615,1307200000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,7,1,7,0,4,0,0,0,2,0,2,234595225.79382443,0.009546997393480769,172979540.6196893,0.0,67626108.28683192,0.0,0.0,0.0,1940329278.3567905,0.09333580120264812,0.0,61585.95484036046
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,7,1,7,0,4,0,0,5,2,1,6,0.0,0.0,179747878.2092712,0.0003886802686307065,67626108.28683192,0.0,24176133.39315327,0.00041361970853861667,1458790183.2360003,0.06783061463036694,340700000.0,43435.17411669628
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,2,4,8,7,7,1,0,3,0,0,0,3,0,5,166627439.97237927,0.003977915580616987,298564082.6233564,0.0,87903926.17985871,0.005490995141311385,1932594.920294056,7.724447106031675e-05,247024042.15055016,0.010874543647492884,363600000.0,5762.8221842492185
0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,7,0,0,2,0,0,4,0,2,0,0,6,2,1,1,68139002.95605196,0.0,62529852.140076675,0.0033092572312596272,51760044.33566119,0.0,16498367.261545567,0.0003778303808033242,1102709175.713332,0.15232349229580214,825700000.0,15938.259207355239
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,6,4,4,0,0,0,6,1,5,234595225.79382443,0.011933746741850961,77797112.44472042,0.0,100646877.65478462,0.0,0.0,0.0,374755478.3579655,0.016634468135104455,30700000.0,7687.428281114565
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,7,1,0,2,3,0,5,0,0,0,7,0,2,110130504.5881955,0.0,95733590.09191582,0.0022271565082193877,56050655.355505094,0.0,20580888.80198103,0.002000230498348732,308786721.736498,0.03603258589502063,61400000.0,3779.0338171655703
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,3,0,7,7,1,1,4,53972506.18695759,0.0,66919744.401284,0.030602857416811374,60012154.07027185,0.010074056894808506,32304948.475029543,0.0,1154355288.2558367,0.4339315455927647,236500000.0,0.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,7,4,0,0,0,0,0,4,0,1,0,7,1,2,206872806.36464694,0.003977915580616987,144779540.39313772,0.009744110798891027,110632496.29164724,0.010767188434283079,6320800.309666242,0.0,111952814.85055783,0.0,121200000.0,4914.597961759667
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,7,0,5,1,0,0,1,1,1,2,154206305.2306306,0.017667037967664886,118084810.77846825,0.020539958355312624,94425887.81115241,0.0351212763897098,8628430.08612832,0.0006723204227103728,2171035786.418622,0.8569853653735033,30700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,4,0,5,0,0,5,0,0,0,0,3,1,127475576.82997409,0.0021200445561197863,121314835.77466118,0.0,216642396.15918854,0.019369388711317943,7079172.481021308,0.0002332681739792224,1946907554.1536794,0.09327327591768823,0.0,64880.886946181185
1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,7,1,5,7,0,0,37255203.23710208,0.0,144852754.12571514,0.06502544776634953,83049750.37176141,0.03534109116815756,36740794.946645245,0.0,44193513.54513965,0.0,885500000.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,7,3,4,3,3,6,0,0,0,3,1,1,42291505.65437629,0.0,208510939.35564178,0.0,101932388.39153135,0.00395563122677115,21237517.443063926,0.0020994135658130015,1398269179.5480194,0.19887632537042052,30700000.0,20075.91797646958
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,6,1,7,2,2,32694901.094161935,0.0,170893778.11116368,0.04424282068617337,279108038.76912826,0.2380262231165961,20319063.206658736,0.0,209846350.62710407,0.04027858499867175,217800000.0,0.0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,1,6,4,3,3,0,1,7,1,10,0.0,0.0,112832601.01821715,0.0,97560849.40717193,0.0,15444563.06553661,0.0,382162755.2202905,0.01511128683438976,248500000.0,5493.381221084945
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,1,6,5,0,0,0,4,1,2,95213987.28559849,0.0,145610122.94301885,0.06569483939780481,131320198.75842087,0.03589062811427693,0.0,0.0,425829363.31398916,0.13878748651891465,339000000.0,0.0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,1,1,7,2,2,32694901.094161935,0.0,170388865.56629455,0.04379655959853654,177288347.80953693,0.1511590679931964,12857587.774250694,0.0,116400603.98191449,0.0,812900000.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,10,1,1,6,0,0,0,0,0,2,122267179.64983398,0.017667037967664886,144294757.67893574,0.020539958355312624,74873527.29253098,0.0,7079172.481021308,0.0019439014498268538,2650115382.634991,1.0635854002796339,30700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,0,0,3,1,0,2,198688322.85025924,0.05303887440822648,73700476.58934598,0.01633611426501253,128024959.5465072,0.07266051534234484,8453407.696608048,0.0,2460773808.819169,0.9789988679723405,0.0,0.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,1,7,5,0,0,4,7,0,1,214613734.86348128,0.061872393392058925,73315450.27094865,0.0,135484421.56475952,0.03589062811427693,9695195.36216505,0.0,125100501.25985278,0.021463681215736344,121200000.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,5,0,0,1,0,3,1,204244765.1573372,0.05303887440822648,65601714.72911617,0.029437932201511523,78265241.8355712,0.0,6320800.309666242,0.0,1936958971.1592412,0.7726379185842511,30700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,7,4,0,0,1,2,1,2,214613734.86348128,0.061872393392058925,90903394.59758285,0.006097606600396901,103757521.64731707,0.0,6320800.309666242,0.0,1717208765.6260166,0.6790391245490166,0.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,7,7,0,1,3,210369323.38284054,0.05303887440822648,34553697.647054,0.015539195207727757,56050655.355505094,0.0,32304948.475029543,0.0,2335960876.4263134,0.9270937685780991,61400000.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,0,0,4,0,0,0,5,0,5,0.0,0.0,382357796.8128079,0.0,227167984.4567724,0.17295755588796846,10839293.523832407,0.002929742920374987,770412973.6296005,0.29239799679442996,84600000.0,0.0
1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,7,3,0,0,1,0,2,2,7,3,1,42291505.65437629,0.0,156150786.47571504,0.010200952472270458,86992199.7710353,0.05703880171998892,15173808.632728375,0.0,117628654.87407616,0.0,577200000.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,3,0,7,5,0,0,7,4,3,6,217114130.0389778,0.05303887440822648,60261383.456856675,0.005489880866338692,70656192.99188861,0.0,14261651.781499248,0.0,621902776.7539127,0.2130429711584016,61400000.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,3,0,6,7,1,1,4,204244765.1573372,0.019093994786961537,51057919.18262234,0.0021017568100506583,24198032.45136138,0.0,30033571.88243507,0.0,1929089876.6042495,0.271281502829076,61400000.0,29521.837710105254
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,2,6,1,1,42291505.65437629,0.0,121852157.9186216,0.02189827979926827,172374350.4447664,0.12694051867641357,7332080.219521779,0.0,267957561.90868676,0.07083986090670176,423600000.0,0.0
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,4,0,0,8,0,0,7,0,6,0,9,10,7,0,3,47847947.961454235,0.0,81277411.11097889,0.0,73946120.41768885,0.0,47804618.4626067,0.0005761576390775463,201577068.0612337,0.052066758581760006,928200000.0,0.0
0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,7,5,1,0,0,0,4,0,0,0,0,1,1,6,136422954.7271911,0.0,105164866.35304806,0.030602857416811374,68446302.83573022,0.03578036728696129,0.0,0.0,1147930922.34443,0.42929852428388754,625800000.0,0.0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,3,0,6,6,1,1,4,198688322.85025924,0.05303887440822648,44766136.082943104,0.003020408272829114,45324187.55237766,0.0,27984209.217288204,0.0,1929089876.6042495,0.7535597300807666,92100000.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,6,0,7,0,0,0,6,241661177.98613447,0.05303887440822648,71828786.82449585,0.005489880866338692,31398797.71871161,0.0,14261651.781499248,0.0,2090600258.6567042,0.8320164235241968,61400000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,1,1,6,0,1,198688322.85025924,0.05303887440822648,102569618.52290839,0.0246263118431446,222427050.08002207,0.16905477603487723,12857587.774250694,0.0,491222189.0313612,0.180984565198133,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,0,0,0,4,0,0,0,0,0,1,66507014.9338145,0.0,104825845.57609382,0.010194477318807845,161397380.92779762,0.04139701554117273,0.0,0.0,2002283881.789169,0.2827217712511399,595100000.0,34242.18542363611
1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,4,0,1,0,1,3,0,0,6,0,6,2,6,0,1,85246019.34861892,0.0,132450188.90517244,0.02050299703179519,85356077.19880582,0.045777529494759404,21556221.14781617,0.0,84338142.56340414,0.005834352333004947,1821300000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,7,1,3,7,0,0,1,5,1,5,109260950.81447119,0.0031800668341796794,185489334.56451762,0.00391344652284123,126868710.32931751,0.004359630920540691,13080570.076588867,0.00021718635900362443,614906044.0310316,0.02571379634784788,0.0,18959.795802626504
0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,3,7,6,0,4,0,0,3,0,0,7,6,6,7,0,1,144956226.29360634,0.0,53358573.6002109,0.0,24198032.45136138,0.0,49666203.60882454,0.0,123441478.62773639,0.0025070247056367834,793300000.0,1406.4486823614402
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,7,5,0,0,0,1,0,4,0,1,1,1,1,5,240736110.61674637,0.0,66405041.2598923,0.010853259488700192,47604893.24040605,0.0,17432214.94213135,0.0004280252845013936,1876736849.2104096,0.2628233412616858,61400000.0,28841.78452384216
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0,3,0,1,1,3,5,0,0,0,0,7,0,1,121644599.3504275,0.0,155661708.8776116,0.03556181886616225,56050655.355505094,0.0,0.0,0.0,152442498.06921262,0.03315066067970106,595100000.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,7,4,1,1,0,217114130.0389778,0.05303887440822648,34553697.647054,0.015539195207727757,43878096.290305056,0.0,26527642.362493023,0.0,2467486046.5491858,0.9860066969278509,61400000.0,0.0
1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5,0,1,0,0,0,4,0,6,0,6,1,0,53972506.18695759,0.0,131485671.68878624,0.042380330461753546,110582309.15036993,0.0717040081034517,12586457.998778107,0.0,70903162.7249229,0.0,752300000.0,0.0
0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,1,6,7,5,3,6,0,2,0.0,0.0,105164866.35304806,0.030602857416811374,100985425.35951225,0.0,40916860.84976648,0.0,280321235.6444133,0.0881190683809165,625800000.0,0.0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4,0,1,0,2,5,2,0,1,6,7,1,1,82177854.37813279,0.0,131966884.91295043,0.04280564518008048,81013849.68203819,0.0,19337348.34775413,0.0,108628166.34997386,0.0,595100000.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,9,0,0,0,2,3,0,0,7,1,1,6,234595225.79382443,0.009546997393480769,89992006.20155807,0.0,48047840.36663434,0.0,14261651.781499248,0.0,1820866151.7367363,0.0844452909866374,61400000.0,57694.13838268379
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,7,4,5,0,0,1,7,1,2,234595225.79382443,0.028640992180442304,93986630.59767582,0.0,109301871.02003656,0.0,6320800.309666242,0.0,265535371.32586238,0.023946642997420046,0.0,3107.036660870436
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,4,7,0,4,0,0,0,0,0,0,6,1,1,161250294.9980649,0.0,140822678.00042614,0.0,127953432.25325227,0.11014962499389924,5717592.7871524915,0.0015112424392218554,473231478.3259878,0.1603879957800423,30700000.0,0.0
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,5,9,0,3,0,2,0,1,3,3,0,0,0,1,2,154834840.1492298,0.0,95202239.80249318,0.0,99521418.70582516,0.005537623617566254,8453407.696608048,0.0,2502370717.9514065,0.11974957658356075,146000000.0,80447.02116234897
0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,3,0,7,7,3,0,0,0,0,3,7,7,1,76431543.68310125,0.0,214608063.17600185,0.002627793575912192,49602255.36610329,0.002690322319913875,10513538.676927341,6.821697287749612e-05,140180881.73641115,0.0,641400000.0,1823.8231902928947
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,3,3,0,7,0,0,0,2,4,6,0,3,68139002.95605196,0.0,107445272.6117174,0.003166137583335852,34221561.73832255,0.0,26965497.473434053,0.002564828651242075,480780278.73788583,0.17488741638716762,30700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,6,0,0,0,0,0,0,0,6,1,5,165850140.5583722,0.0,114834267.36021239,0.022121410343086685,280539128.7503786,0.24022895901847252,3760121.042811098,0.0009858414705481335,370938570.7824064,0.10911649346339097,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,3,7,1,1,6,5,2,198688322.85025924,0.05303887440822648,73700476.58934598,0.01633611426501253,54082305.45306664,0.0,30528580.36230105,0.0,284132576.5456927,0.06832142033510855,0.0,0.0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,1,1,0,0,7,7,0,0,6,0,0,6,0,5,132646089.01706745,0.0,117013585.3982194,0.01959316824650683,34221561.73832255,0.0,12586457.998778107,0.0,441250233.71707433,0.1539082410677738,92100000.0,0.0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,3,7,3,2,6,0,5,198688322.85025924,0.05303887440822648,65258579.30152172,0.029134655939748753,48085486.04063187,0.020084738985569665,35216646.05860828,0.0,244963948.3345472,0.06793450553354499,408000000.0,0.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,7,5,3,3,0,0,0,0,0,0,3,0,6,232544273.53419372,0.009546997393480769,178602057.87410635,0.0,279042520.5757892,0.08565313586852275,0.0,0.0,731496236.8765348,0.09793425363698456,121200000.0,13177.09103749988
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,8,2,5,7,0,1,0.0,0.0,136658351.54694468,0.010453682690406106,249536861.50440806,0.1961924617553847,41191126.552297056,0.0,143553477.91734925,0.0290053920698327,290400000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,2,7,10,0,0,0,1,3,1,2,1,206872806.36464694,0.02651943720411324,176760191.66914847,0.006129671982265304,44215020.369581826,0.0,17248210.779392928,0.0006209272014152213,1986358289.4699886,0.7853365253793366,0.0,0.0
1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,5,0,0,0,0,0,0,1,7,0,6,1,1,3,1,53972506.18695759,0.0,67091312.11508125,0.030754495547692787,67654543.11525603,0.010074056894808512,20319063.206658736,0.0,336947447.7702909,0.10009327251489197,1736700000.0,0.0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,0,4,0,0,1,1,3,4,0,1,0,0,0,2,128674397.76670545,0.0,105164866.35304806,0.011017028670052095,75525700.32471325,0.0,6320800.309666242,0.0,1905524429.9174757,0.26922847468996514,151900000.0,31206.332288298145
1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,5,7,0,0,0,1,7,0,7,0,9,3,3,117818559.7239252,0.0,73315450.27094865,0.0,110163437.66288197,0.04657164785346145,14261651.781499248,0.0,139607005.7544109,0.0,442300000.0,0.0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4,4,4,0,0,0,1,0,2,66507014.9338145,0.0,131966884.91295043,0.04280564518008048,91150900.80101892,0.0,0.0,0.0,1472426482.5552917,0.575074490757584,339000000.0,0.0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,4,0,0,0,0,0,3,7,4,7,6,0,4,204244765.1573372,0.019093994786961537,34373366.248948425,0.00553673210265749,24198032.45136138,0.0,47166472.12561255,0.0,240927404.21889594,0.024456421992076195,438700000.0,3370.081333664114
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,4,0,0,3,2,4,0,0,0,6,0,2,109448217.91765803,0.0,53358573.6002109,0.0,92714264.1559052,0.011304738539045504,20031026.863740273,0.0053254845259881195,525737786.32848936,0.19563078575524753,558500000.0,0.0
1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7,1,1,1,0,1,7,0,6,7,1,2,7,0,3,152281136.071976,0.0,97656942.98834102,0.009323537577399477,73946120.41768885,0.0,31851732.358506463,0.0,82593104.13074732,0.0,357700000.0,0.0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,9,0,3,5,0,2,0,0,1,6,2,3,1,224593243.21969086,0.035352956187945685,119729930.71845673,0.002715794571067999,22167818.198803753,0.0,21397479.32807342,0.0005684747739791343,777186896.702271,0.28556314600589794,182600000.0,0.0
